Time,Date,Dayoftheweek,CarCount,BikeCount,BusCount,TruckCount,Total,Traffic Situation
23:00,10,Tuesday,18,2,1,13,34,Normal
23:15,10,Tuesday,15,0,1,11,27,Low
23:30,10,Tuesday,14,1,0,33,48,Normal
23:45,10,Tuesday,17,2,0,22,41,Normal
00:00,11,Wednesday,12,2,1,17,32,Normal
00:15,11,Wednesday,18,0,0,29,47,Normal
00:30,11,Wednesday,16,1,0,14,31,Normal
00:45,11,Wednesday,20,0,0,14,34,Normal
01:00,11,Wednesday,20,1,1,30,52,Normal
01:15,11,Wednesday,15,0,1,23,39,Normal
01:30,11,Wednesday,16,0,1,26,43,Normal
01:45,11,Wednesday,18,4,0,11,33,Low
02:00,11,Wednesday,17,3,1,36,57,Normal
02:15,11,Wednesday,14,4,1,10,29,Low
02:30,11,Wednesday,18,2,1,25,46,Normal
02:45,11,Wednesday,12,2,0,19,33,Normal
03:00,11,Wednesday,11,4,0,30,45,Normal
03:15,11,Wednesday,19,1,1,36,57,Normal
03:30,11,Wednesday,10,4,0,36,50,Normal
03:45,11,Wednesday,20,1,1,32,54,Normal
04:00,11,Wednesday,15,5,1,40,61,Normal
04:15,11,Wednesday,104,6,5,1,116,Normal
04:30,11,Wednesday,109,25,3,8,145,Normal
04:45,11,Wednesday,82,23,8,20,133,Normal
05:00,11,Wednesday,81,25,1,18,125,Normal
05:15,11,Wednesday,95,16,10,1,122,Normal
05:30,11,Wednesday,91,24,7,6,128,Normal
05:45,11,Wednesday,81,30,10,0,121,Normal
06:00,11,Wednesday,125,13,26,2,166,High
06:15,11,Wednesday,125,39,49,3,216,High
06:30,11,Wednesday,125,34,37,1,197,High
06:45,11,Wednesday,125,19,25,4,173,High
07:00,11,Wednesday,125,15,49,0,189,High
07:15,11,Wednesday,125,32,50,5,212,High
07:30,11,Wednesday,125,38,50,1,214,High
07:45,11,Wednesday,125,29,29,3,186,High
08:00,11,Wednesday,125,31,48,4,208,High
08:15,11,Wednesday,125,32,50,0,207,High
08:30,11,Wednesday,125,31,45,0,201,High
08:45,11,Wednesday,125,21,20,1,167,Normal
09:00,11,Wednesday,125,28,36,0,189,High
09:15,11,Wednesday,39,10,37,16,102,Normal
09:30,11,Wednesday,89,8,12,13,122,Normal
09:45,11,Wednesday,51,16,16,13,96,Normal
10:00,11,Wednesday,17,9,18,28,72,Normal
10:15,11,Wednesday,48,25,36,21,130,High
10:30,11,Wednesday,93,7,30,16,146,High
10:45,11,Wednesday,55,15,36,15,121,High
11:00,11,Wednesday,51,10,8,22,91,Normal
11:15,11,Wednesday,51,7,3,24,85,Normal
11:30,11,Wednesday,51,9,7,30,97,Normal
11:45,11,Wednesday,51,7,14,20,92,Normal
12:00,11,Wednesday,51,10,14,20,95,Normal
12:15,11,Wednesday,51,10,6,22,89,Normal
12:30,11,Wednesday,51,8,11,22,92,Normal
12:45,11,Wednesday,51,6,10,26,93,Normal
13:00,11,Wednesday,51,7,7,27,92,Normal
13:15,11,Wednesday,104,17,25,20,166,Normal
13:30,11,Wednesday,6,28,27,14,75,Normal
13:45,11,Wednesday,54,29,37,9,129,High
14:00,11,Wednesday,43,13,30,20,106,Normal
14:15,11,Wednesday,60,21,26,11,118,High
14:30,11,Wednesday,101,23,8,20,152,Normal
14:45,11,Wednesday,62,26,19,11,118,Normal
15:00,11,Wednesday,39,24,13,11,87,Low
15:15,11,Wednesday,90,20,35,7,152,High
15:30,11,Wednesday,109,30,22,20,181,High
15:45,11,Wednesday,68,26,25,20,139,Normal
16:00,11,Wednesday,142,22,37,6,207,High
16:15,11,Wednesday,113,14,20,5,152,Normal
16:30,11,Wednesday,142,13,37,8,200,High
16:45,11,Wednesday,108,23,26,9,166,High
17:00,11,Wednesday,122,29,30,7,188,High
17:15,11,Wednesday,133,12,30,7,182,High
17:30,11,Wednesday,118,23,38,10,189,High
17:45,11,Wednesday,121,35,26,8,190,High
18:00,11,Wednesday,116,23,20,8,167,Normal
18:15,11,Wednesday,132,12,27,8,179,High
18:30,11,Wednesday,144,17,33,7,201,High
18:45,11,Wednesday,103,21,11,11,146,Normal
19:00,11,Wednesday,107,15,10,15,147,Normal
19:15,11,Wednesday,50,10,10,17,87,Normal
19:30,11,Wednesday,108,15,10,6,139,Normal
19:45,11,Wednesday,108,24,15,29,176,High
20:00,11,Wednesday,101,6,15,13,135,Normal
20:15,11,Wednesday,55,17,12,19,103,Normal
20:30,11,Wednesday,77,7,20,16,120,Normal
20:45,11,Wednesday,91,12,19,8,130,Normal
21:00,11,Wednesday,95,25,17,29,166,High
21:15,11,Wednesday,78,17,17,27,139,High
21:30,11,Wednesday,98,16,16,21,151,High
21:45,11,Wednesday,86,13,11,35,145,High
22:00,11,Wednesday,18,4,0,16,38,Normal
22:15,11,Wednesday,18,5,0,12,35,Low
22:30,11,Wednesday,18,2,1,25,46,Normal
22:45,11,Wednesday,18,1,0,17,36,Normal
23:00,11,Wednesday,18,5,0,21,44,Normal
23:15,11,Wednesday,18,0,1,12,31,Low
23:30,11,Wednesday,18,3,1,28,50,Normal
23:45,11,Wednesday,18,4,1,40,63,Normal
00:00,12,Thursday,18,1,1,39,59,Normal
00:15,12,Thursday,18,4,0,30,52,Normal
00:30,12,Thursday,18,5,1,13,37,Normal
00:45,12,Thursday,18,2,0,37,57,Normal
01:00,12,Thursday,18,0,0,13,31,Normal
01:15,12,Thursday,18,5,0,11,34,Low
01:30,12,Thursday,18,5,1,12,36,Low
01:45,12,Thursday,18,1,1,16,36,Normal
02:00,12,Thursday,18,1,1,34,54,Normal
02:15,12,Thursday,18,1,0,24,43,Normal
02:30,12,Thursday,18,0,0,23,41,Normal
02:45,12,Thursday,18,0,0,27,45,Normal
03:00,12,Thursday,18,5,0,28,51,Normal
03:15,12,Thursday,18,1,0,14,33,Normal
03:30,12,Thursday,18,5,0,25,48,Normal
03:45,12,Thursday,18,4,1,30,53,Normal
04:00,12,Thursday,18,5,1,30,54,Normal
04:15,12,Thursday,62,24,7,2,95,Low
04:30,12,Thursday,51,23,6,1,81,Low
04:45,12,Thursday,114,23,10,19,166,Normal
05:00,12,Thursday,85,22,9,9,125,Normal
05:15,12,Thursday,102,24,4,20,150,Normal
05:30,12,Thursday,101,18,3,17,139,Normal
05:45,12,Thursday,116,19,0,17,152,Normal
06:00,12,Thursday,117,38,50,5,210,High
06:15,12,Thursday,114,32,34,2,182,High
06:30,12,Thursday,120,17,23,1,161,Normal
06:45,12,Thursday,145,20,25,2,192,High
07:00,12,Thursday,125,30,48,1,204,High
07:15,12,Thursday,103,27,45,1,176,High
07:30,12,Thursday,114,20,43,1,178,High
07:45,12,Thursday,145,10,44,1,200,High
08:00,12,Thursday,147,31,20,4,202,High
08:15,12,Thursday,104,24,40,0,168,High
08:30,12,Thursday,124,11,22,0,157,Normal
08:45,12,Thursday,101,37,31,4,173,High
09:00,12,Thursday,144,30,37,1,212,High
09:15,12,Thursday,24,18,37,18,97,Normal
09:30,12,Thursday,24,8,17,25,74,Normal
09:45,12,Thursday,16,22,12,20,70,Normal
10:00,12,Thursday,26,2,39,26,93,Normal
10:15,12,Thursday,90,7,18,15,130,Normal
10:30,12,Thursday,59,6,11,11,87,Low
10:45,12,Thursday,28,7,22,18,75,Normal
11:00,12,Thursday,60,5,14,21,100,Normal
11:15,12,Thursday,69,9,8,23,109,Normal
11:30,12,Thursday,59,9,12,26,106,Normal
11:45,12,Thursday,24,10,5,21,60,Normal
12:00,12,Thursday,41,7,7,21,76,Normal
12:15,12,Thursday,48,10,9,29,96,Normal
12:30,12,Thursday,59,10,14,23,106,Normal
12:45,12,Thursday,67,7,12,28,114,High
13:00,12,Thursday,52,9,8,20,89,Normal
13:15,12,Thursday,45,26,29,10,110,Normal
13:30,12,Thursday,14,21,7,18,60,Normal
13:45,12,Thursday,55,22,24,10,111,Normal
14:00,12,Thursday,45,14,39,5,103,Normal
14:15,12,Thursday,90,17,16,11,134,Normal
14:30,12,Thursday,33,21,25,5,84,Normal
14:45,12,Thursday,118,25,31,13,187,High
15:00,12,Thursday,86,28,13,5,132,Normal
15:15,12,Thursday,105,29,22,12,168,High
15:30,12,Thursday,10,19,26,8,63,Normal
15:45,12,Thursday,46,22,18,9,95,Normal
16:00,12,Thursday,105,35,48,6,194,High
16:15,12,Thursday,135,37,34,5,211,High
16:30,12,Thursday,103,29,44,6,182,High
16:45,12,Thursday,113,13,42,10,178,High
17:00,12,Thursday,103,20,27,9,159,High
17:15,12,Thursday,150,13,20,9,192,High
17:30,12,Thursday,116,25,33,8,182,High
17:45,12,Thursday,109,16,41,9,175,High
18:00,12,Thursday,112,11,50,5,178,High
18:15,12,Thursday,104,31,30,5,170,High
18:30,12,Thursday,146,18,40,6,210,High
18:45,12,Thursday,110,24,10,29,173,High
19:00,12,Thursday,60,15,12,25,112,High
19:15,12,Thursday,103,9,14,29,155,High
19:30,12,Thursday,102,6,15,6,129,Normal
19:45,12,Thursday,51,17,16,8,92,Normal
20:00,12,Thursday,62,12,11,18,103,Normal
20:15,12,Thursday,103,14,12,5,134,Normal
20:30,12,Thursday,50,7,11,23,91,Normal
20:45,12,Thursday,80,14,20,6,120,Normal
21:00,12,Thursday,98,13,18,21,150,High
21:15,12,Thursday,53,25,20,13,111,Normal
21:30,12,Thursday,52,8,10,27,97,Normal
21:45,12,Thursday,71,23,13,21,128,High
22:00,12,Thursday,17,3,0,29,49,Normal
22:15,12,Thursday,20,5,1,36,62,Normal
22:30,12,Thursday,15,0,0,32,47,Normal
22:45,12,Thursday,15,0,1,20,36,Normal
23:00,12,Thursday,14,2,0,23,39,Normal
23:15,12,Thursday,13,1,0,29,43,Normal
23:30,12,Thursday,14,5,0,31,50,Normal
23:45,12,Thursday,16,3,0,33,52,Normal
00:00,13,Friday,18,4,1,15,38,Normal
00:15,13,Friday,20,0,1,23,44,Normal
00:30,13,Friday,19,3,0,16,38,Normal
00:45,13,Friday,10,3,0,12,25,Low
01:00,13,Friday,10,4,0,23,37,Normal
01:15,13,Friday,12,5,0,29,46,Normal
01:30,13,Friday,10,0,0,39,49,Normal
01:45,13,Friday,16,2,1,21,40,Normal
02:00,13,Friday,18,4,1,36,59,Normal
02:15,13,Friday,15,1,0,14,30,Normal
02:30,13,Friday,17,4,0,13,34,Normal
02:45,13,Friday,18,3,1,24,46,Normal
03:00,13,Friday,19,2,0,11,32,Low
03:15,13,Friday,19,3,0,21,43,Normal
03:30,13,Friday,19,3,1,31,54,Normal
03:45,13,Friday,14,2,1,19,36,Normal
04:00,13,Friday,11,0,0,27,38,Normal
04:15,13,Friday,27,6,1,11,45,Low
04:30,13,Friday,33,11,6,13,63,Normal
04:45,13,Friday,63,6,7,10,86,Low
05:00,13,Friday,58,13,4,15,90,Normal
05:15,13,Friday,57,11,7,10,85,Low
05:30,13,Friday,63,10,6,12,91,Low
05:45,13,Friday,74,9,0,15,98,Normal
06:00,13,Friday,71,9,7,10,97,Low
06:15,13,Friday,33,9,6,13,61,Normal
06:30,13,Friday,29,6,1,12,48,Low
06:45,13,Friday,32,9,3,11,55,Low
07:00,13,Friday,57,14,3,11,85,Low
07:15,13,Friday,31,11,0,14,56,Normal
07:30,13,Friday,30,9,3,10,52,Low
07:45,13,Friday,61,8,7,12,88,Low
08:00,13,Friday,47,10,4,10,71,Low
08:15,13,Friday,80,16,4,15,115,Normal
08:30,13,Friday,49,10,2,10,71,Low
08:45,13,Friday,58,7,5,13,83,Normal
09:00,13,Friday,53,19,1,10,83,Low
09:15,13,Friday,132,47,25,0,204,High
09:30,13,Friday,131,52,15,0,198,High
09:45,13,Friday,171,59,27,3,260,High
10:00,13,Friday,131,43,20,3,197,High
10:15,13,Friday,177,56,12,4,249,High
10:30,13,Friday,160,47,30,3,240,High
10:45,13,Friday,178,68,28,4,278,High
11:00,13,Friday,169,70,20,3,262,High
11:15,13,Friday,133,56,25,2,216,High
11:30,13,Friday,151,52,13,0,216,High
11:45,13,Friday,179,46,27,3,255,High
12:00,13,Friday,144,68,20,0,232,High
12:15,13,Friday,162,46,19,2,229,High
12:30,13,Friday,159,44,23,2,228,High
12:45,13,Friday,174,67,30,1,272,High
13:00,13,Friday,136,57,29,4,226,High
13:15,13,Friday,156,42,12,3,213,High
13:30,13,Friday,175,63,19,3,260,High
13:45,13,Friday,172,62,20,2,256,High
14:00,13,Friday,171,49,15,0,235,High
14:15,13,Friday,172,65,18,2,257,High
14:30,13,Friday,176,50,13,1,240,High
14:45,13,Friday,153,50,23,3,229,High
15:00,13,Friday,148,64,27,0,239,High
15:15,13,Friday,56,28,6,2,92,Low
15:30,13,Friday,88,26,25,0,139,Normal
15:45,13,Friday,82,23,14,0,119,Normal
16:00,13,Friday,77,20,7,0,104,Low
16:15,13,Friday,66,24,1,0,91,Low
16:30,13,Friday,72,22,8,2,104,Low
16:45,13,Friday,62,28,21,2,113,Normal
17:00,13,Friday,66,26,4,1,97,Low
17:15,13,Friday,85,20,4,0,109,Low
17:30,13,Friday,87,24,11,2,124,Normal
17:45,13,Friday,67,28,25,0,120,Normal
18:00,13,Friday,70,26,16,2,114,Normal
18:15,13,Friday,62,20,20,1,103,Normal
18:30,13,Friday,67,29,1,0,97,Low
18:45,13,Friday,65,25,1,1,92,Low
19:00,13,Friday,76,24,23,0,123,Normal
19:15,13,Friday,42,1,5,11,59,Low
19:30,13,Friday,42,10,3,1,56,Low
19:45,13,Friday,31,11,1,12,55,Low
20:00,13,Friday,47,7,3,6,63,Low
20:15,13,Friday,28,7,2,4,41,Low
20:30,13,Friday,22,3,6,1,32,Low
20:45,13,Friday,29,1,7,5,42,Low
21:00,13,Friday,43,9,1,11,64,Low
21:15,13,Friday,23,3,3,8,37,Low
21:30,13,Friday,21,2,5,15,43,Normal
21:45,13,Friday,31,2,1,9,43,Low
22:00,13,Friday,15,5,0,18,38,Normal
22:15,13,Friday,11,2,0,15,28,Normal
22:30,13,Friday,12,0,1,17,30,Normal
22:45,13,Friday,18,3,0,18,39,Normal
23:00,13,Friday,19,1,0,31,51,Normal
23:15,13,Friday,17,0,0,22,39,Normal
23:30,13,Friday,15,5,0,14,34,Normal
23:45,13,Friday,15,1,1,24,41,Normal
00:00,14,Saturday,18,4,0,33,55,Normal
00:15,14,Saturday,14,4,0,34,52,Normal
00:30,14,Saturday,14,0,1,19,34,Normal
00:45,14,Saturday,19,3,0,36,58,Normal
01:00,14,Saturday,10,4,1,21,36,Normal
01:15,14,Saturday,19,1,0,19,39,Normal
01:30,14,Saturday,18,5,0,26,49,Normal
01:45,14,Saturday,17,1,1,25,44,Normal
02:00,14,Saturday,20,2,0,12,34,Low
02:15,14,Saturday,15,5,0,15,35,Normal
02:30,14,Saturday,11,4,0,14,29,Normal
02:45,14,Saturday,14,3,1,18,36,Normal
03:00,14,Saturday,13,2,0,39,54,Normal
03:15,14,Saturday,17,5,0,29,51,Normal
03:30,14,Saturday,13,5,0,31,49,Normal
03:45,14,Saturday,18,5,0,35,58,Normal
04:00,14,Saturday,15,4,0,16,35,Normal
04:15,14,Saturday,55,15,5,3,78,Low
04:30,14,Saturday,76,10,7,9,102,Low
04:45,14,Saturday,98,0,9,19,126,Normal
05:00,14,Saturday,98,12,6,6,122,Normal
05:15,14,Saturday,103,2,10,20,135,Normal
05:30,14,Saturday,93,17,8,12,130,Normal
05:45,14,Saturday,115,27,9,16,167,Normal
06:00,14,Saturday,120,12,22,3,157,Normal
06:15,14,Saturday,142,18,27,0,187,High
06:30,14,Saturday,117,29,49,2,197,High
06:45,14,Saturday,126,36,24,0,186,High
07:00,14,Saturday,110,39,38,5,192,High
07:15,14,Saturday,149,20,39,5,213,High
07:30,14,Saturday,109,29,23,5,166,Normal
07:45,14,Saturday,124,34,24,4,186,High
08:00,14,Saturday,149,35,32,1,217,High
08:15,14,Saturday,125,32,38,4,199,High
08:30,14,Saturday,101,23,38,1,163,High
08:45,14,Saturday,137,36,30,0,203,High
09:00,14,Saturday,139,15,21,3,178,High
09:15,14,Saturday,19,3,29,9,60,Normal
09:30,14,Saturday,13,11,39,7,70,Normal
09:45,14,Saturday,31,2,29,27,89,Normal
10:00,14,Saturday,18,24,21,22,85,Normal
10:15,14,Saturday,26,12,14,13,65,Normal
10:30,14,Saturday,31,15,13,28,87,Normal
10:45,14,Saturday,12,22,8,11,53,Low
11:00,14,Saturday,54,5,13,23,95,Normal
11:15,14,Saturday,59,7,13,21,100,Normal
11:30,14,Saturday,58,8,6,23,95,Normal
11:45,14,Saturday,53,8,9,25,95,Normal
12:00,14,Saturday,54,7,7,20,88,Normal
12:15,14,Saturday,39,10,4,29,82,Normal
12:30,14,Saturday,38,9,8,22,77,Normal
12:45,14,Saturday,36,5,10,23,74,Normal
13:00,14,Saturday,68,6,12,24,110,Normal
13:15,14,Saturday,50,18,26,14,108,Normal
13:30,14,Saturday,120,28,22,20,190,High
13:45,14,Saturday,60,14,28,9,111,Normal
14:00,14,Saturday,105,14,8,19,146,Normal
14:15,14,Saturday,89,27,18,8,142,Normal
14:30,14,Saturday,28,17,31,10,86,Normal
14:45,14,Saturday,79,14,23,6,122,Normal
15:00,14,Saturday,15,11,30,14,70,Normal
15:15,14,Saturday,77,27,23,18,145,Normal
15:30,14,Saturday,19,14,24,6,63,Normal
15:45,14,Saturday,79,13,28,7,127,High
16:00,14,Saturday,114,10,22,9,155,Normal
16:15,14,Saturday,150,30,22,5,207,High
16:30,14,Saturday,142,23,25,7,197,High
16:45,14,Saturday,111,36,25,6,178,High
17:00,14,Saturday,143,37,38,8,226,High
17:15,14,Saturday,120,37,43,10,210,High
17:30,14,Saturday,147,20,49,7,223,Normal
17:45,14,Saturday,140,22,27,5,194,High
18:00,14,Saturday,128,37,20,9,194,High
18:15,14,Saturday,114,23,42,10,189,High
18:30,14,Saturday,117,20,22,9,168,High
18:45,14,Saturday,93,24,17,23,157,High
19:00,14,Saturday,65,15,15,8,103,Low
19:15,14,Saturday,100,22,14,8,144,Normal
19:30,14,Saturday,85,12,11,18,126,Normal
19:45,14,Saturday,56,7,12,12,87,Low
20:00,14,Saturday,50,12,15,18,95,Normal
20:15,14,Saturday,74,9,11,12,106,Low
20:30,14,Saturday,73,15,18,7,113,Normal
20:45,14,Saturday,99,13,20,30,162,High
21:00,14,Saturday,110,14,17,8,149,Normal
21:15,14,Saturday,82,5,12,34,133,High
21:30,14,Saturday,58,19,12,17,106,Normal
21:45,14,Saturday,70,10,14,32,126,High
22:00,14,Saturday,10,1,0,33,44,Normal
22:15,14,Saturday,14,1,1,40,56,Normal
22:30,14,Saturday,17,1,1,17,36,Normal
22:45,14,Saturday,12,4,1,22,39,Normal
23:00,14,Saturday,15,0,0,16,31,Normal
23:15,14,Saturday,13,4,0,25,42,Normal
23:30,14,Saturday,14,5,1,12,32,Low
23:45,14,Saturday,18,1,1,35,55,Normal
00:00,15,Sunday,18,5,1,19,43,Normal
00:15,15,Sunday,19,3,0,38,60,Normal
00:30,15,Sunday,13,0,1,12,26,Low
00:45,15,Sunday,20,0,1,38,59,Normal
01:00,15,Sunday,20,1,1,24,46,Normal
01:15,15,Sunday,17,3,1,17,38,Normal
01:30,15,Sunday,12,3,1,35,51,Normal
01:45,15,Sunday,19,0,1,30,50,Normal
02:00,15,Sunday,19,2,1,30,52,Normal
02:15,15,Sunday,18,1,0,16,35,Normal
02:30,15,Sunday,11,0,0,31,42,Normal
02:45,15,Sunday,10,1,1,12,24,Low
03:00,15,Sunday,16,1,0,24,41,Normal
03:15,15,Sunday,18,3,0,28,49,Normal
03:30,15,Sunday,20,1,1,39,61,Normal
03:45,15,Sunday,19,3,1,27,50,Normal
04:00,15,Sunday,14,1,1,34,50,Normal
04:15,15,Sunday,61,26,1,16,104,Normal
04:30,15,Sunday,72,26,6,4,108,Low
04:45,15,Sunday,86,24,3,18,131,Normal
05:00,15,Sunday,75,1,8,10,94,Low
05:15,15,Sunday,75,1,7,9,92,Low
05:30,15,Sunday,93,5,4,1,103,Low
05:45,15,Sunday,111,6,2,5,124,Normal
06:00,15,Sunday,111,18,41,2,172,High
06:15,15,Sunday,114,27,46,0,187,High
06:30,15,Sunday,139,19,50,2,210,High
06:45,15,Sunday,109,14,38,1,162,High
07:00,15,Sunday,105,16,22,3,146,Normal
07:15,15,Sunday,150,13,31,4,198,High
07:30,15,Sunday,122,13,47,3,185,High
07:45,15,Sunday,114,24,46,2,186,High
08:00,15,Sunday,119,36,41,0,196,High
08:15,15,Sunday,108,35,39,0,182,High
08:30,15,Sunday,113,18,28,1,160,High
08:45,15,Sunday,118,36,37,0,191,High
09:00,15,Sunday,113,35,48,3,199,High
09:15,15,Sunday,66,7,22,30,125,High
09:30,15,Sunday,64,12,27,8,111,Normal
09:45,15,Sunday,37,5,13,11,66,Low
10:00,15,Sunday,82,17,31,20,150,High
10:15,15,Sunday,63,5,23,12,103,Normal
10:30,15,Sunday,20,12,16,24,72,Normal
10:45,15,Sunday,46,5,34,9,94,Normal
11:00,15,Sunday,35,9,8,29,81,Normal
11:15,15,Sunday,33,9,11,21,74,Normal
11:30,15,Sunday,32,9,10,30,81,Normal
11:45,15,Sunday,62,10,6,22,100,Normal
12:00,15,Sunday,62,10,11,22,105,Normal
12:15,15,Sunday,54,10,12,25,101,Normal
12:30,15,Sunday,48,8,15,23,94,Normal
12:45,15,Sunday,20,10,12,24,66,Normal
13:00,15,Sunday,35,10,5,30,80,Normal
13:15,15,Sunday,112,15,40,10,177,High
13:30,15,Sunday,51,21,25,13,110,Normal
13:45,15,Sunday,53,12,23,8,96,Normal
14:00,15,Sunday,63,22,18,15,118,Normal
14:15,15,Sunday,50,23,16,8,97,Normal
14:30,15,Sunday,94,20,35,17,166,High
14:45,15,Sunday,7,27,39,17,90,Normal
15:00,15,Sunday,109,18,13,6,146,Normal
15:15,15,Sunday,18,27,19,6,70,Normal
15:30,15,Sunday,21,30,5,5,61,Low
15:45,15,Sunday,49,16,9,12,86,Low
16:00,15,Sunday,129,28,40,6,203,High
16:15,15,Sunday,141,18,28,8,195,High
16:30,15,Sunday,131,14,43,7,195,High
16:45,15,Sunday,105,38,23,5,171,High
17:00,15,Sunday,125,35,37,5,202,High
17:15,15,Sunday,127,36,42,9,214,High
17:30,15,Sunday,129,22,25,9,185,High
17:45,15,Sunday,121,39,47,8,215,High
18:00,15,Sunday,138,29,42,9,218,High
18:15,15,Sunday,119,26,21,5,171,High
18:30,15,Sunday,138,17,48,8,211,High
18:45,15,Sunday,72,12,14,32,130,High
19:00,15,Sunday,92,23,20,30,165,High
19:15,15,Sunday,94,17,11,24,146,High
19:30,15,Sunday,102,25,12,24,163,High
19:45,15,Sunday,71,23,17,14,125,Normal
20:00,15,Sunday,58,5,19,25,107,Normal
20:15,15,Sunday,93,22,18,10,143,Normal
20:30,15,Sunday,59,23,10,35,127,High
20:45,15,Sunday,57,20,10,20,107,Normal
21:00,15,Sunday,96,9,18,25,148,High
21:15,15,Sunday,104,12,16,20,152,Normal
21:30,15,Sunday,104,22,17,23,166,High
21:45,15,Sunday,88,8,11,29,136,High
22:00,15,Sunday,20,3,0,16,39,Normal
